,year,month,type,sex,age,fatal,area,location,sum,latitude,longitude,link
297,2006,4,unprovoked,Male,15,No,new south wales,newcastle beach,3.0,-32.93076175,151.78509594452277,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.04.11-Cook.pdf
298,2006,3,unprovoked,Male,15,No,new south wales,"bondi, sydney",1.0,-33.8930556,151.2633333,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.03.15-Moclair.pdf
299,2006,2,unprovoked,Male,18,No,queensland,"golden beach, caloundra",1.0,-26.8122263,153.1207662786106,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.02.13-GoldenBeach.pdf
300,2006,2,unprovoked,Male,unknown,No,queensland,"point vernon, hervey bay",1.0,-25.2566014,152.825305,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.02.12.b-HerveyBay.pdf
301,2006,2,unclear,Male,unknown,No,south australia,"brighton beach, adelaide",1.0,-35.2800082,138.4607019,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.02.12.a-Franco_boat.pdf
302,2006,1,unprovoked,Male,52,No,western australia,"off city beach, perth",1.0,-31.9527121,115.8604796,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.01.15-Williams.pdf
303,2006,1,unprovoked,Female,21,Yes,queensland,"amity point, north stradbroke island",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2006.01.07-Whiley.pdf
304,2005,12,unprovoked,Male,44,No,queensland,st. crispin reef,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.12.11-Simpson.pdf
305,2005,12,unclear,Missing,unknown,No,south australia,"middle beach, 40 km north of adelaide",1.0,-34.9281805,138.5999312,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.12.05.R-HoggBoat.pdf
306,2005,11,unclear,Missing,unknown,No,victoria,"6 km off collendina, south of melbourne",1.0,-37.8142176,144.9631608,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.11.25.c-boat-Lawn.pdf
307,2005,11,unprovoked,Male,18,No,victoria,flinders,1.0,-20.862898,144.2526073309786,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.11.25.b-Burke.pdf
308,2005,9,unprovoked,Male,28,No,new south wales,arakoon's little bay,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.09.27.R- Lewis.pdf
309,2005,9,unprovoked,Male,26,No,south australia,kangaroo island,1.0,-35.8182635,137.15661254022396,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.09.24-Berris.pdf
310,2005,9,unprovoked,Male,44,No,western australia,"scarborough beach, perth",1.0,-31.9272983,115.8524288,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.09.23-Satchell.pdf
311,2005,9,unprovoked,Male,15,No,new south wales,"park beach, coff's harbour",1.0,-30.2886848,153.13957308979366,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.09.07-Garnett.pdf
312,2005,9,unprovoked,Male,40,No,south australia,"fishery bay, eyre peninsula",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.09.04-Heron.pdf
313,2005,8,unprovoked,Male,23,Yes,south australia,glenelg ,1.0,-34.9803673,138.5143342,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.08.24.b-Stehbens.pdf
314,2005,7,unclear,Missing,unknown,Missing,unknown,unknown,unknown,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.07.15.R- Hoax.pdf
315,2005,5,unprovoked,Male,unknown,No,queensland,50 km east of townsville,1.0,-19.2569391,146.8239537,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.05.15-Edelstein.pdf
316,2005,4,provoked,Male,25,No,new south wales,bermagui,2.0,-36.4278621,150.0773955,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.04.25-deckhand.pdf
317,2005,4,unprovoked,Missing,unknown,No,new south wales,crookhaven,1.0,-34.8984154,150.7678458,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.04.17.a-Crookhaven.pdf
318,2005,4,unprovoked,Male,20,No,northern territory,bremer island,1.0,-12.10675445,136.80918095832118,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.04.16.b-Deane.pdf
319,2005,4,unprovoked,Male,40,No,new south wales,bronte beach,2.0,-33.9036232,151.26829232543662,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.04.16.a-Letch.pdf
320,2005,3,unprovoked,Male,unknown,No,new south wales,unknown,unknown,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.03.27.R-Parker.pdf
321,2005,3,unprovoked,Male,26,Yes,western australia,"wreck point, abrolhos islands",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.03.19-Brazier.pdf
322,2005,2,unprovoked,Male,18,No,queensland,brisbane river,9.0,-27.1609698,152.5361974,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.02.26-Shaxson.pdf
323,2005,1,provoked,Male,unknown,No,victoria,port phillip bay,4.0,-38.104171699999995,144.7799572472116,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.01.19-McLaughlin.pdf
324,2005,1,provoked,Missing,unknown,No,victoria,blairgowrie,1.0,-38.3687445,144.7722682,http://sharkattackfile.net/spreadsheets/pdf_directory/2005.01.14-raceboat.pdf
325,2004,12,unprovoked,Male,18,Yes,south australia,"west beach, adelaide",1.0,-34.9451586,138.5091364,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.12.16-Peterson-draft.pdf
326,2004,12,unprovoked,Male,38,Yes,queensland,opal reef,1.0,-16.22510615,145.89791827142685,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.12.11-Thompson.pdf
327,2004,10,unprovoked,Male,59,No,new south wales,stockton beach,1.0,-32.844154849999995,151.86571447066012,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.10.21-Gresham.pdf
328,2004,9,unclear,Missing,unknown,No,queensland,batt reef,2.0,-16.413117399999997,145.76915778867664,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.09.25-CroppBoat.pdf
329,2004,8,unprovoked,Male,30,No,new south wales,byron bay,4.0,-28.6483333,153.6177778,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.08.03-ByronBay.pdf
330,2004,7,unclear,Missing,unknown,No,western australia,"7 km off trigg surf beach, perth",1.0,-31.9527121,115.8604796,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.07.19.R-boat.pdf
331,2004,7,unprovoked,Male,30,Yes,western australia,"lefthanders beach, margaret river",1.0,-33.9531776,115.0769369,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.07.10-BradSmith.pdf
332,2004,6,unclear,Male,unknown,Missing,western australia,floreat beach,2.0,-31.9310469,115.7548327,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.06.26.a-Duncan.pdf
333,2004,6,unprovoked,Male,17,No,western australia,bunbury,7.0,-33.3267797,115.636698,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.06.10.b-O'Brien.pdf
334,2004,4,unprovoked,Male,unknown,No,new south wales,"latitude reef, near forster",1.0,-32.1820852,152.5131155,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.04.26-Griffin.pdf
335,2004,3,unprovoked,Male,47,No,western australia,5 nm off cervantes,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.03.06-Pickering.pdf
336,2004,2,unprovoked,Male,unknown,No,new south wales,"taree, old bar beach",1.0,-31.912864,152.4608481,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.02.21-Taree.pdf
337,2004,2,unclear,Male,31,Missing,queensland,"fido's reef, 300 m east of cook island. cook island is 2 miles from tweed heads, gold coast",1.0,-28.0023731,153.4145987,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.02.16-Bryant.pdf
338,2004,2,unprovoked,Male,22,No,new south wales,caves beach,1.0,-33.1122864,151.6449973,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.02.11-Tresoglavic.pdf
339,2004,1,unprovoked,Male,46,No,western australia,binningup,1.0,-33.1491325,115.6972499,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.01.25-Oppert.pdf
340,2004,1,unprovoked,Male,unknown,No,new south wales,bushrangers pass at bass point,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.01.12-Flynn.pdf
341,2004,0,unprovoked,Male,unknown,No,western australia,redgate beach,1.0,-34.043323349999994,115.00148208318355,http://sharkattackfile.net/spreadsheets/pdf_directory/2004.00.00-Carlsen.pdf
342,2003,12,unprovoked,Male,36,No,victoria,collendina beach east of ocean grove,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.12.08-Myer.pdf
343,2003,11,unprovoked,Male,unknown,No,western australia,perth? (margaret river district),2.0,-31.9527121,115.8604796,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.30.b-Scott.pdf
344,2003,11,unprovoked,Male,unknown,No,western australia,perth? (margaret river district),2.0,-31.9527121,115.8604796,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.30.a-Halverson.pdf
345,2003,11,unprovoked,Male,unknown,No,new south wales,"seal rocks, north of newcastle",1.0,-32.9192953,151.7795348,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.11.01-SealRocks.pdf
346,2003,10,unprovoked,Male,22,No,new south wales,"lighthouse beach, seal rocks",1.0,-32.4442517,152.52607815993247,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.10.31.b-Anthony.pdf
347,2003,7,unprovoked,Male,37,No,northern territory,nhulunbuy,1.0,-12.1804346,136.7759913,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.07.26.R-Gunda.pdf
348,2003,2,unprovoked,Male,37,No,south australia,"goolwa beach, fleurieu peninsula",1.0,-35.5020818,138.7820507,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.02.15.b-Smith.pdf
349,2003,2,unprovoked,Male,24,No,new south wales,"coogee bay, near sydney",1.0,-33.8548157,151.2164539,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.02.11-Plumridge.pdf
350,2003,2,unprovoked,Male,84,Yes,queensland,burleigh lake on the gold coast,1.0,-28.0879032,153.4509704170274,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.02.08-Purcell.pdf
351,2003,1,unprovoked,Female,unknown,No,western australia,left break at the hot spot at sheringa beach,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2003.01.02-Eason.pdf
352,2002,12,unprovoked,Female,18,No,queensland,great barrier reef  (near upolu bay),1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2002.12.29-Schellekens.pdf
353,2002,12,unprovoked,Male,26,No,queensland,depth of 40 m on the wreck of the st. paul off brisbane,1.0,-27.4689682,153.0234991,http://sharkattackfile.net/spreadsheets/pdf_directory/2002.12.21-Hennessey.pdf
354,2002,12,unclear,Male,11,Missing,queensland,golden beach,1.0,-38.2106899,147.3982171,http://sharkattackfile.net/spreadsheets/pdf_directory/2002.12.20-Doyle.pdf
355,2002,12,unprovoked,Male,23,Yes,queensland,miami lake,1.0,-28.0770105,153.4361256,http://sharkattackfile.net/spreadsheets/pdf_directory/2002.12.16-BeauMartin.pdf
356,2002,6,unprovoked,Male,30,No,queensland,sunshine beach,3.0,-26.404115,153.10528818239123,http://sharkattackfile.net/spreadsheets/pdf_directory/2002.06.20.b-surfer-QLD.pdf
357,2002,5,provoked,Male,20,No,northern territory,darwin,5.0,-12.46044,130.8410469,http://sharkattackfile.net/spreadsheets/pdf_directory/2002.05.07-Morris.pdf
358,2002,4,unprovoked,Male,23,Yes,south australia,"smoky bay, near ceduna, on the eyre peninsula",1.0,-32.1483706,134.09672159341682,http://sharkattackfile.net/spreadsheets/pdf_directory/2002.04.30-Buckland.pdf
359,2002,4,unclear,Male,52,Missing,new south wales,26 nautical miles out to sea off lake macquarie,1.0,-26.6597181,150.1855617,http://sharkattackfile.net/spreadsheets/pdf_directory/2002.04.21-KangSukLee.pdf
360,2002,4,unprovoked,Male,45,No,new south wales,"bar beach, newcastle",2.0,-32.938888,151.7683089,http://sharkattackfile.net/spreadsheets/pdf_directory/2002.04.12-Schneider.pdf
361,2002,2,unprovoked,Male,35,No,queensland,sunshine beach,3.0,-26.404115,153.10528818239123,http://sharkattackfile.net/spreadsheets/pdf_directory/2002.02.16-Koster.pdf
362,2002,2,unclear,Male,35,No,new south wales,paramatta river (near sydney),1.0,-33.8548157,151.2164539,http://sharkattackfile.net/spreadsheets/pdf_directory/2002.02.07-McNamara.pdf
363,2002,1,unprovoked,Male,20,No,new south wales,just north of fingal spit,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2002.01.30.b-Cribb.pdf
364,2002,1,unprovoked,Male,32,No,western australia,collie river ,1.0,-33.3540839,115.9029735,http://sharkattackfile.net/spreadsheets/pdf_directory/2002.01.30.a-Calliss.pdf
365,2001,12,unclear,Male,36,No,western australia,"honeycombs, 250 km south of perth",1.0,-31.9527121,115.8604796,http://sharkattackfile.net/spreadsheets/pdf_directory/2001.12.21-Dickson.pdf
366,2001,11,unprovoked,Male,49,No,new south wales,"flat rock beach, lennox head",1.0,-28.7910334,153.5878047,http://sharkattackfile.net/spreadsheets/pdf_directory/2001.11.23-Frankland.pdf
367,2001,11,unclear,Male,unknown,Missing,western australia,"leighton beach, south of north cottesloe",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2001.11.07-LeightonBeach.pdf
368,2001,10,unprovoked,Female,20,No,queensland,200 miles offshore,1.0,-26.6597181,150.1855617,http://sharkattackfile.net/spreadsheets/pdf_directory/2001.10.02-Katherine-Jones.pdf
369,2001,9,unclear,Male,31,No,queensland,"moreton bay, ne of brisbane ",1.0,-27.3006192,152.9524369,http://sharkattackfile.net/spreadsheets/pdf_directory/2001.09.30.a-MattGeorge.pdf
370,2001,6,unclear,Male,75,Missing,new south wales,lord howe island (island group 440 miles northeast of sydney),1.0,-33.8548157,151.2164539,http://sharkattackfile.net/spreadsheets/pdf_directory/2001.06.09-Applet.pdf
371,2001,5,unprovoked,Male,35,No,new south wales,noraville,1.0,-33.2643752,151.5581978,http://sharkattackfile.net/spreadsheets/pdf_directory/2001.05.04-Valentine.pdf
372,2001,4,provoked,Male,unknown,No,new south wales,bronte beach,2.0,-33.9036232,151.26829232543662,http://sharkattackfile.net/spreadsheets/pdf_directory/2001.04.08.a-Markossian.pdf
373,2001,4,unprovoked,Male,40,No,new south wales,nambucca river entrance,1.0,-30.1469444,153.0941667,http://sharkattackfile.net/spreadsheets/pdf_directory/2001.04.02.a-Ellis.pdf
374,2001,2,unclear,Missing,unknown,No,western australia,albany (incident took place 200 metres from swimmers),1.0,-35.0247822,117.883608,http://sharkattackfile.net/spreadsheets/pdf_directory/2001.02.26-BOAT.pdf
375,2001,2,unprovoked,Male,40,No,new south wales,broome head,1.0,42.406718,-75.984281,http://sharkattackfile.net/spreadsheets/pdf_directory/2001.02.04-Butler.pdf
376,2001,1,unclear,Male,35,No,new south wales,south west rocks,2.0,-30.8943859,153.040677,http://sharkattackfile.net/spreadsheets/pdf_directory/2001.01.24.R-Elkinton.pdf
377,2001,1,unclear,Missing,unknown,No,south australia,adelaide,3.0,-34.9281805,138.5999312,http://sharkattackfile.net/spreadsheets/pdf_directory/2001.01.21-FishingBoats.pdf
378,2000,12,unprovoked,Male,23,No,queensland,flinders cay,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.12.24-FlindersDiver.pdf
379,2000,12,unclear,Missing,unknown,No,south australia,"3 km off port victoria, yorke peninsula",1.0,-31.918944,116.76860612345283,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.12.11- boat.pdf
380,2000,12,unprovoked,Male,38,No,queensland,"sykes reef, great barrier reef",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.12.03-ChrisHogan.pdf
381,2000,11,unprovoked,Male,28,No,queensland,orpheus island,1.0,-18.617588050000002,146.49532659453692,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.11.21-Lyons.pdf
382,2000,11,unclear,Male,47,Missing,south australia,ceduna,2.0,-32.1483706,134.09672159341682,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.11.20-Thorpe.pdf
383,2000,11,unprovoked,Male,52,No,western australia,"cottesloe beach, perth",3.0,-31.9527121,115.8604796,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.11.06.b-Avery.pdf
384,2000,11,unprovoked,Male,49,Yes,western australia,"cottesloe beach, perth",3.0,-31.9527121,115.8604796,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.11.06.a-KenCrew.pdf
385,2000,10,unclear,Missing,31,No,queensland,peel island,1.0,-27.499957600000002,153.35235125005863,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.10.29-Kelly.pdf
386,2000,9,unprovoked,Male,17,Yes,south australia,"black point, eyre peninsula",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.09.25-Wright.pdf
387,2000,9,unprovoked,Male,25,Yes,south australia,cactus beach near penong,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.09.24-Bayes.pdf
388,2000,9,provoked,Male,12,No,new south wales,wollongong,6.0,-34.4243941,150.89385,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.09.18-boy_provoked.pdf
389,2000,5,unclear,Missing,unknown,Missing,victoria,"koonya beach, melbourne",1.0,-38.361640249999994,144.74914723807058,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.05.09-foot.pdf
390,2000,3,unprovoked,Male,26,No,queensland,"main beach, gold coast",1.0,-27.9787768,153.4271228,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.30-Rojcevic.pdf
391,2000,3,unprovoked,Male,unknown,No,new south wales,"mcmasters beach, central coast",1.0,-33.500442,151.3209765,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.14-Ruth.pdf
392,2000,3,unclear,Missing,unknown,No,new south wales,parramatta river,4.0,-33.8215352,151.0860852,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.10-rowers.pdf
393,2000,3,unclear,Missing,unknown,No,new south wales,parramatta river,4.0,-33.8215352,151.0860852,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.09-Oar.pdf
394,2000,3,unprovoked,Male,unknown,No,new south wales,"taronga wharf, athol bay, sydney harbor",1.0,-33.8548157,151.2164539,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.02-Dasey.pdf
395,2000,2,unprovoked,Male,26,No,south australia,"point sinclair, cactus beach near penong",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.02.01-Hayes.pdf
396,1999,5,unprovoked,Male,22,Yes,south australia,"hardwicke bay, yorke peninsula",1.0,-34.8918753,137.4594652,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.05.29-Donoghue.pdf
397,1999,2,unprovoked,Male,35,No,new south wales,scotts head,1.0,-30.7460493,152.9963024,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.02.23-ScottsHead.pdf
398,1999,1,unclear,Female,37,Missing,northern territory,gulf of carpenteria,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.01.03.R-Turcotte.pdf
399,1998,12,unprovoked,Female,21,No,south australia,middleton beach,3.0,-35.0234762,117.9116782,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.12.22-O'Leary.pdf
400,1998,12,unprovoked,Female,21,No,south australia,middleton beach,3.0,-35.0234762,117.9116782,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.12.15-female surfer.pdf
401,1998,6,unprovoked,Male,26,Yes,south australia,south neptune island,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.06.28-Chesser.pdf
402,1998,1,unclear,Male,31,Missing,new south wales,whale beach,1.0,-33.6096795,151.3309449,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.01.28.R-spearfisherman.pdf
403,1998,1,unprovoked,Male,unknown,No,south australia,middleton beach,3.0,-35.0234762,117.9116782,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.01.17-GregAnderson.pdf
404,1997,11,unprovoked,Male,42,No,western australia,albany,5.0,-35.0247822,117.883608,http://sharkattackfile.net/spreadsheets/pdf_directory/1997.11.09-Hulkes.pdf
405,1997,11,unclear,Male,21,Missing,new south wales,botany bay?,1.0,-33.981732550000004,151.17954913553183,http://sharkattackfile.net/spreadsheets/pdf_directory/1997.11.05.a-McIntyre.pdf
406,1997,10,unprovoked,Male,51,No,western australia,"cottesloe beach, perth",3.0,-31.9527121,115.8604796,http://sharkattackfile.net/spreadsheets/pdf_directory/1997.10.28.b-Sierakowski.pdf
407,1997,7,unprovoked,Male,19,No,queensland,"pincushion, north of maroochydore beach",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1997.07.27-Davey.pdf
408,1997,2,unprovoked,Female,21,No,queensland,"carrara, nerang river",1.0,-28.0050108,153.36606141719346,http://sharkattackfile.net/spreadsheets/pdf_directory/1997.02.28.b-Salmon.pdf
409,1997,2,unprovoked,Male,30,No,queensland,whitsunday passage,1.0,-20.2534219,148.8755719,http://sharkattackfile.net/spreadsheets/pdf_directory/1997.02.28.a-Rauch.pdf
410,1997,2,unclear,Female,49,No,new south wales,"iron cove, sydney",2.0,-33.8634282,151.148633889396,http://sharkattackfile.net/spreadsheets/pdf_directory/1997.02.03-Mocsari.pdf
411,1997,1,unprovoked,Male,27,No,queensland,"whitehaven beach, whitsundays island",1.0,-20.2764129,149.03524635732282,http://sharkattackfile.net/spreadsheets/pdf_directory/1997.01.25-Burrows.pdf
412,1997,1,unprovoked,Male,41,Yes,western australia,geraldton,4.0,-28.77035,114.6147159,http://sharkattackfile.net/spreadsheets/pdf_directory/1997.01.20.a-Schonhofer.pdf
413,1997,1,unclear,Missing,unknown,No,victoria,"seal rocks, phillip island",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1997.01.01-Seal-island-boat.pdf
414,1996,12,unprovoked,Male,18,Missing,queensland,coolum beach,1.0,-26.5291822,153.0909417,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.12.29-BlairHall.pdf
415,1996,6,unprovoked,Male,unknown,No,victoria,"suicide point, point leo",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.06.06-Lucas.pdf
416,1996,5,unclear,Male,45,Yes,new south wales,"wreck of paddle steamer, koputai, 6 km off bondi beach",1.0,-33.8906977,151.2724119,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.05.24-Bowring.pdf
417,1996,4,unprovoked,Male,11,No,new south wales,mona vale,2.0,-33.6769931,151.3029577,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.04.25.b-Baker.pdf
418,1996,4,unprovoked,Female,16,No,new south wales,mona vale,2.0,-33.6769931,151.3029577,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.04.25.a-Hamaea.pdf
419,1996,3,unprovoked,Female,47,No,queensland,heron island,2.0,-36.0782926,148.63469772346625,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.03.05-Hotchkiss.pdf
420,1996,3,unprovoked,Male,7,No,new south wales,lord howe island,1.0,-31.5540166,159.08562562605897,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.03.00-LordHoweIsland.pdf
421,1996,2,unprovoked,Male,24,No,new south wales,"charles street wharf, parramatta river",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.02.26-Good.pdf
422,1996,2,unprovoked,Male,7,No,new south wales,"ned's beach, lord howe island",1.0,-31.5176253,159.06414279075972,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.02.04-boy-7.pdf
423,1996,1,unprovoked,Female,13,No,queensland,"brown's inlet, broadwater",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.01.22-Cox.pdf
424,1996,1,unprovoked,Missing,unknown,Missing,western australia,"mutton bird island, albany",1.0,-35.05162675,117.69728089121375,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.01.14.b-NV-Marris.pdf
425,1996,1,unclear,Missing,unknown,No,new south wales,eight-mile reef off port kembla,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1996.01.12-MiniHaaHaar.pdf
426,1995,11,unprovoked,Male,unknown,No,queensland,great keppel island,1.0,-23.17339165,150.9570811816762,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.11.17-Giordan.pdf
427,1995,10,unprovoked,Female,15,No,queensland,"pialba, hervey bay",1.0,-25.2872119,152.8423927934027,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.10.11-Mott.pdf
428,1995,9,unprovoked,Male,29,Yes,western australia,"honeymoon island, near hopetown",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.09.11-Weir.pdf
429,1995,5,unprovoked,Missing,unknown,Missing,western australia,"bernier island, shark bay",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.05.18-NV-Hutchins.pdf
430,1995,4,unprovoked,Male,unknown,No,new south wales,"honeysuckle point, eden",1.0,44.8825892,-93.4922906,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.04.09.b-Malone.pdf
431,1995,3,unprovoked,Female,unknown,No,new south wales,"clark island, sydney harbour",1.0,-33.8548157,151.2164539,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.03.21-Meagher.pdf
432,1995,3,unprovoked,Male,35,No,south australia,cactus beach,1.0,-35.3489,138.4520611,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.03.11-McBain.pdf
433,1995,0,provoked,Male,unknown,No,queensland,gladstone reef,1.0,-23.8720509,151.251287,http://sharkattackfile.net/spreadsheets/pdf_directory/1995.00.00.d-Gladstone.pdf
434,1994,12,unclear,Male,44,Missing,queensland,"hinchinbrook channel, queensland",1.0,-18.30427,146.0959,http://sharkattackfile.net/spreadsheets/pdf_directory/1994.12.09.b-Saibura-murder victim.pdf
435,1994,1,unclear,Missing,unknown,No,western australia,albany,5.0,-35.0247822,117.883608,http://sharkattackfile.net/spreadsheets/pdf_directory/1994.01.12.R-Turnbull.pdf
436,1994,1,unprovoked,Male,23,No,queensland,"katana downs reach, brisbane river",1.0,-27.4689682,153.0234991,http://sharkattackfile.net/spreadsheets/pdf_directory/1994.01.09-Cochrane.pdf
437,1993,11,unprovoked,Male,27,Yes,western australia, a pearl  farm in roebuck bay,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.11.21-Bisley.pdf
438,1993,8,unclear,Missing,unknown,No,western australia,off rottnest island,2.0,-32.0069345,115.52076766295937,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.08.14-Rottnest-boat.pdf
439,1993,6,unprovoked,Male,31,Yes,new south wales,"julian rocks, byron bay",2.0,-28.6324691,153.5866751,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.06.09-JohnFord.pdf
440,1993,6,unprovoked,Female,34,Yes,tasmania,tenth island (king island),1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.06.05-Cartwright.pdf
441,1993,4,unclear,Male,32,Missing,tasmania,barren joey island,1.0,37.001597,-85.915429,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.04.00-Szolomiak.pdf
442,1993,2,provoked,Male,69,No,queensland,mooloolaba,2.0,-26.6797616,153.1200739,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.02.04-Bonnell.pdf
443,1993,1,unprovoked,Male,21,No,queensland,"line reef, northeast of hamilton island, whitsundays",1.0,-37.7435744,142.0243127,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.01.05-McNally.pdf
