,year,month,type,sex,age,fatal,area,location,sum,latitude,longitude,link
25,2017,10,unprovoked,Male,31,No,new south wales,birubi point,1.0,-32.786596599999996,152.08121011636692,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.28-Birubi.pdf
26,2017,10,unprovoked,Female,15,No,south australia,normanville,1.0,-35.4446851,138.3174968,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.10.22-Williams.pdf
27,2017,9,unprovoked,Male,unknown,No,western australia,gracetown,2.0,-33.8646786,114.9881592,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.25.a-Vissers.pdf
28,2017,9,unclear,Missing,unknown,No,western australia,esperance,2.0,-33.440355350000004,122.40543766433427,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.14-EsperanceBoats.pdf
29,2017,9,unprovoked,Male,unknown,No,western australia,sam's creek area,1.0,-36.3730877,149.9446115,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.10.b-Samson.pdf
30,2017,9,unprovoked,Male,35,No,new south wales,iluka beach,1.0,-29.4095634,153.36534589120652,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.09.10.a-McGrath.pdf
31,2017,8,unprovoked,Male,37,No,victoria,cathedral rock,1.0,-37.2822797,142.5614978,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.08.27-Brundler.pdf
32,2017,7,unprovoked,Male,unknown,No,western australia,floreat beach,2.0,-31.9310469,115.7548327,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.07.14.a-Floreat.pdf
33,2017,6,unprovoked,Male,48,No,western australia,"point casuarina, bunbury",1.0,-33.3204407,115.6382647,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.11-Goff.pdf
34,2017,6,unprovoked,Female,unknown,No,victoria,"flinders, mornington penisula",2.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.06.10.b-Flinders.pdf
35,2017,5,unclear,Male,73,No,new south wales,evans head,4.0,-29.1174093,153.4312097,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.27-Selwood.pdf
36,2017,5,provoked,Male,29,No,queensland,weipa,1.0,-12.6324025,141.87545828951443,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.05.06.R-Neille.pdf
37,2017,4,unprovoked,Female,17,Yes,western australia,kelpies near wylie bay,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.17.a Brouwer.pdf
38,2017,4,unprovoked,Male,39,No,queensland,moreton bay,8.0,-27.2397819,153.2539994,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.04.02.b-Kleiden.pdf
39,2017,3,unprovoked,Male,30,No,new south wales,the farm,1.0,-37.77807745,145.24381174268228,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.03.19-Fernandez.pdf
40,2017,2,unprovoked,Female,unknown,No,western australia,mauds point,1.0,-23.1144364,113.776292,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.25-WesternAustralia.pdf
41,2017,2,unprovoked,Male,unknown,No,western australia,"falcon bay beach, mandurah",1.0,-32.628650500000006,115.63797521843281,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.24-Mandurah
42,2017,2,unprovoked,Male,26,No,queensland,eva rock,1.0,34.659278,-92.35838,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.02.17-Dickson.pdf
43,2017,1,unprovoked,Male,55,No,queensland,"boot reef, torres strait",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.21-MurrayIsland.pdf
44,2017,1,unprovoked,Male,57,No,queensland,clairview,1.0,-22.1081162,149.5287402,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.13.b-Clairview.pdf
45,2017,1,unclear,Male,35,Missing,queensland,unknown,unknown,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.08.R-KerryDaniel.pdf
46,2017,1,unclear,Male,20,Missing,new south wales,merimbula,2.0,-36.8882027,149.909846,http://sharkattackfile.net/spreadsheets/pdf_directory/2017.01.03-Collins.pdf
47,2016,12,unprovoked,Female,unknown,No,western australia,"bundegi sanctuary zone, ningaloo",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.24-Ningaloo.pdf
48,2016,12,unprovoked,Male,61,No,western australia,trigg beach,2.0,-31.8773458,115.75158325035815,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.14-Roberts.pdf
49,2016,12,provoked,Male,20,No,new south wales,merimbula,2.0,-36.8882027,149.909846,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.06-Phillips.pdf
50,2016,12,unprovoked,Male,65,No,new south wales,booti booti national park,1.0,-32.24447495,152.52830043393635,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.12.01-Rowland.pdf
51,2016,11,provoked,Male,73,No,victoria,queenscliff,3.0,-33.7823916,151.2854011,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.11.28-Fisherman.pdf
52,2016,10,unprovoked,Male,36,No,new south wales,broken head beach,1.0,-28.701705750000002,153.61384702088105,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.24-Fitzpatrick.pdf
53,2016,10,unprovoked,Male,unknown,No,queensland,"kings beach, caloundra",1.0,-26.80463215,153.1408585072595,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.15-Hallam.pdf
54,2016,10,unprovoked,Male,25,No,new south wales,"sharpes beach, ballina",3.0,-28.83757345,153.60440400883255,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.12-SenecaRus.pdf
55,2016,9,unprovoked,Male,17,No,new south wales,"lighthouse beach, ballina",2.0,-28.8715325,153.59041337083795,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.26-Allen.pdf
56,2016,9,unprovoked,Male,unknown,No,victoria,thirteenth beach,1.0,-28.1141667,153.4692436,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.17.a-Angiolella.pdf
57,2016,9,unprovoked,Male,unknown,No,victoria,bells beach,1.0,-38.36898495,144.2824517159807,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.16-BellsBeach.pdf
58,2016,9,unclear,Missing,unknown,No,western australia,bunbury,7.0,-33.3267797,115.636698,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.15.R-boat.pdf
59,2016,9,unprovoked,Male,unknown,No,western australia,injidup ,1.0,-33.6994998,114.9889732,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.05.a-Penman.pdf
60,2016,7,unclear,Male,unknown,No,western australia,near albany,1.0,-27.35688,152.969374,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.28-Watkins.pdf
61,2016,7,unprovoked,Male,18,No,new south wales,"sharpes beach, ballina",3.0,-28.83757345,153.60440400883255,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.26-Ballina.pdf
62,2016,7,unprovoked,Male,36,No,tasmania,clifton beach,1.0,-42.9899255,147.5234993,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.23.b-Critchlow.pdf
63,2016,7,provoked,Male,31,No,queensland,"20 k off the spit, off the gold coast",1.0,-28.0023731,153.4145987,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.20-Burck.pdf
64,2016,7,provoked,Male,34,No,queensland,palm cove ,1.0,-16.7444744,145.6710279,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.04-Oliver.pdf
65,2016,6,provoked,Male,19,No,western australia,coral bay,3.0,-23.1436752,113.770165,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.15.a-Vale.pdf
66,2016,6,unprovoked,Female,60,Yes,western australia,mindarie,1.0,-31.6897332,115.7091824,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.05.a-Collyer.pdf
67,2016,6,unprovoked,Male,unknown,Missing,new south wales,kingscliff,1.0,-28.2566667,153.5761111,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.02.b-Matigan.pdf
68,2016,5,unprovoked,Male,29,Yes,western australia,"falcon beach, mandurah",1.0,-32.5797992,115.6573247,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.31-Gerring.pdf
69,2016,4,unprovoked,Male,12,No,new south wales,"first sun beach, byron bay",1.0,-28.6483333,153.6177778,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.19-Kedem.pdf
70,2016,3,unprovoked,Male,22,No,new south wales,bombo beach,1.0,-34.65930085,150.85451672257915,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.30-Connellan.pdf
71,2016,3,unprovoked,Male,41,No,new south wales,north cronulla beach,1.0,-34.0509649,151.1563013697167,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.28.a-Smyth.pdf
72,2016,3,unprovoked,Male,unknown,No,south australia,wrights bay,1.0,-42.42748,145.50797,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.03.R-Taplin.pdf
73,2016,2,unclear,Male,unknown,Missing,tasmania,nettley bay,1.0,-40.9338966,144.6361724,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.11-NettleyBay.pdf
74,2016,2,unprovoked,Female,45,No,queensland,stradbroke island,1.0,-27.8434564,153.41903,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.05-Stradbroke.pdf
75,2016,2,unprovoked,Male,40,No,new south wales,hams beach,1.0,50.3220258,-4.0775471,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.04-Morris.pdf
76,2016,1,unprovoked,Male,unknown,No,queensland,"happy valley beach, caloundra",1.0,-26.7981633,153.1354434,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.11.R-Hilder.pdf
77,2016,1,unprovoked,Male,11,No,queensland,heron island,2.0,-36.0782926,148.63469772346625,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.05-Davis.pdf
78,2016,1,unprovoked,Male,31,No,queensland,miall island,1.0,-23.1525115,150.9053936,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.02-Countryman.pdf
79,2015,12,unprovoked,Male,43,No,new south wales,bondi beach,2.0,-33.8906977,151.2724119,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.21.b-Norburn.pdf
80,2015,12,unclear,Missing,unknown,No,new south wales,lake macquarie,4.0,-33.06576870000001,151.61098699880313,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.13-Crust-Boat.pdf
81,2015,11,unprovoked,Male,20,No,new south wales,east ballina,2.0,-28.8595562,153.5832729,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.10-Morgan.pdf
82,2015,10,unprovoked,Male,50,No,western australia,bald island,1.0,-34.9206217,118.46813033906221,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.30-Galli.pdf
83,2015,10,unprovoked,Male,18,No,western australia,pyramids beach,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.07-Zawadzki.pdf
84,2015,9,unprovoked,Female,7,No,queensland,"russel island, frankland group",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.26-QLD.pdf
85,2015,9,unprovoked,Male,42,No,new south wales,north shelly beach,1.0,-33.3704318,151.4859349,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.08-Daniels.pdf
86,2015,9,unprovoked,Male,62,No,new south wales,hallidays point,1.0,-32.0713889,152.5019444,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.04-Quinliven.pdf
87,2015,8,unprovoked,Male,38,No,new south wales,lighthouse beach,2.0,-28.8715325,153.59041337083795,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.22.a-Carr.pdf
88,2015,7,unprovoked,Male,52,No,new south wales,evans head,4.0,-29.1174093,153.4312097,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.31-Ison.pdf
89,2015,7,unclear,Male,40,Missing,victoria,tyrendarra beach,1.0,-38.2176813,141.7816196,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.27-Victoria.pdf
90,2015,7,unprovoked,Male,46,Yes,tasmania,"lachan island, mercury passage",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.25-Johnson.pdf
91,2015,7,unprovoked,Male,40,No,victoria,tyrendarra beach near portland,1.0,-38.3456231,141.6042304,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.23.a-Victoria.pdf
92,2015,7,unprovoked,Male,52,No,new south wales,lennox head,4.0,-28.7910334,153.5878047,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.03-Hoile.pdf
93,2015,7,unprovoked,Male,32,No,new south wales,east ballina,2.0,-28.8595562,153.5832729,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.02-Matt-Lee.pdf
94,2015,6,unprovoked,Male,unknown,No,new south wales,"flat rock, yamba",1.0,-29.44,153.3594444,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.30.b-Steve.pf
95,2015,6,provoked,Male,19,No,western australia,rottnest island,4.0,-32.006974,115.5041886,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.25.R-Stephen.pdf
96,2015,6,unclear,Female,37,No,western australia,denmark,1.0,-34.936026999999996,117.1316105871886,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.24.a-Kumpe.pdf
97,2015,5,unprovoked,Male,unknown,No,new south wales,saltwater beach,1.0,-32.0176315,152.55563291506522,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.03-Lucas.pdf
98,2015,4,unprovoked,Male,26,No,south australia,fishery bay,1.0,-34.914731,135.6858884,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.25-Blowes.pdf
99,2015,4,unprovoked,Male,71,No,new south wales,"belongil beach, byron bay",1.0,-28.615510399999998,153.5837114938711,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.24.c-Vidgens.pdf
100,2015,4,unprovoked,Male,unknown,No,new south wales,mckenzies beach,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.04.11-McKenzie-Surfer.pdf
101,2015,3,unclear,Male,unknown,No,new south wales,"julian rocks, byron bay",2.0,-28.6324691,153.5866751,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.03.11-Graham.pdf
102,2015,2,unprovoked,Male,41,Yes,new south wales,shelly beach,2.0,-34.064146199999996,151.15546489014878,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.02.09-Nakahara.pdf
103,2015,2,unprovoked,Male,35,No,new south wales,"seven mile beach, byron bay",1.0,-28.6483333,153.6177778,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.02.08-Reitman.pdf
104,2015,2,unprovoked,Male,unknown,No,new south wales,mereweather beach,2.0,-32.94839145,151.75666286721324,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.02.05-McPhee.pdf
105,2015,1,unclear,Male,57,No,queensland,"nerang river, surfer's  paradise",1.0,-27.9896566,153.3365942,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.20-Carter.pdf
106,2015,1,unprovoked,Male,unknown,No,new south wales,flat rock,1.0,-27.39052745,153.55180699850703,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.24-Murray.pdf
107,2015,1,unclear,Female,unknown,Missing,new south wales,"wategos beach, byon bay",2.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.19.a-Ellis.pdf
108,2015,1,unclear,Male,unknown,No,new south wales,off blacksmith beach,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.17-Watson-Tinny.pdf
109,2015,1,unprovoked,Male,17,No,new south wales,"mollymook beach, bannister head",1.0,-35.3199025,150.4763977,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.01.16-Smith.pdf
110,2014,12,unprovoked,Missing,unknown,No,new south wales,bherwerre beach,1.0,-35.173658700000004,150.6087871232121,http://sharkattackfile.net/spreadsheets/pdf_directory/N56702014.12.29.b-Brown.pdf
111,2014,12,unprovoked,Male,17,Yes,western australia,three stripes near cheynes beach,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.12.29.a-Muscat.pdf
112,2014,12,provoked,Male,45,No,victoria,paradise beach,1.0,-38.1893528,147.4240851,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.12.28.a-ParadiseBeach.pdf
113,2014,12,unprovoked,Male,17,Yes,queensland,rudder reef,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.12.15-DanielSmith.pdf
114,2014,11,unprovoked,Male,13,No,western australia,"pyramids beach, port bouvard",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.29-Pearman.pdf
115,2014,11,unclear,Male,unknown,No,western australia,freo,1.0,-32.0617909,115.7563943,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.19-Freo.pdf 
116,2014,11,unprovoked,Male,unknown,No,new south wales,moonee beach,1.0,-30.2059311,153.1521065,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.11.10-Moonee.pdf
117,2014,10,provoked,Male,20,No,new south wales,wallabi point,1.0,-31.9902778,152.5633333,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.29-Hunt.pdf
118,2014,10,unprovoked,Female,13,No,new south wales,avoca beach,4.0,-33.465,151.4344444,"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.17-Olsson, pdf"
119,2014,10,unclear,Male,unknown,No,western australia,"castle rock, north of dunsborough",1.0,-33.5836249,115.0902003,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.11-Dunsborough.pdf
120,2014,10,unprovoked,Male,23,No,western australia,"kelpids beach, wylie bay, esperance",1.0,-33.440355350000004,122.40543766433427,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.10.02.a-Pollard.pdf
121,2014,9,unprovoked,Male,50,Yes,new south wales,"clarkes beach, byron bay",1.0,-28.6397283,153.62735815483552,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.09.09-Wilcox.pdf
122,2014,8,unprovoked,Male,31,No,western australia,gnaraloo,1.0,-23.9895363,113.4994447,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.08.16-Haling.pdf
123,2014,6,unprovoked,Male,unknown,No,south australia,"middleton point, fleurieu peninsula",2.0,-35.48397555,138.70849613252025,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.18.b-Longhurst.pdf
124,2014,6,unprovoked,Male,15,No,south australia,"middleton point, fleurieu peninsula",2.0,-35.48397555,138.70849613252025,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.18.a-McKinnon.pdf
125,2014,6,provoked,Male,unknown,No,western australia,horizontal falls,1.0,-16.3789278,123.9595243,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.17.R-Wright.pdf
126,2014,6,unprovoked,Male,39,No,south australia,"parsons beach,  fleurieu peninsula",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.09.a-Berry.pdf
127,2014,6,unprovoked,Male,unknown,No,new south wales,"seven mile beach, gerroa",2.0,-34.83706065,150.75398192278212,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.01.b-Smith.pdf
128,2014,5,unprovoked,Female,29,No,queensland,nerang river near chevron island,1.0,-27.9896566,153.3365942,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.27.R-Freeman.pdf
129,2014,5,provoked,Male,10,No,new south wales,the australian shark and ray centre,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.22-Aquarium.pdf
130,2014,5,unprovoked,Male,35,No,south australia,"elliston, eyre peninsula",1.0,unknown,unknown,"http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.14-McLeod, pdf"
131,2014,4,unprovoked,Male,unknown,No,western australia,"south passage, south of coral bay",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.04.24-WA.pdf
132,2014,4,unprovoked,Female,63,Yes,new south wales,tathra,1.0,-36.7284498,149.9850271,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.04.03-Armstrong.pdf
133,2014,3,unclear,Male,38,Missing,western australia,off dawesville cut,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.29-WesternAustralia.pdf
134,2014,3,unprovoked,Male,42,No,victoria,winkipop beach,1.0,-38.2280117,144.3390979,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.18.b-Byrne.pdf
135,2014,3,unclear,Female,10,Missing,new south wales,lennox head,4.0,-28.7910334,153.5878047,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.18-NSW.pdf
136,2014,3,unprovoked,Male,unknown,No,new south wales,lighthouse beach,2.0,-28.8715325,153.59041337083795,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.12-LightouseBeach.pdf
137,2014,2,unprovoked,Male,28,Yes,south australia,"goldsmith beach, yorke peninsula",1.0,-35.0747847,137.6877757,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.02.08-Kellett.pdf
138,2014,1,provoked,Male,unknown,No,new south wales,umina beach,1.0,-33.5177778,151.3094444,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.01.26-O'Connor.pf
139,2013,12,unprovoked,Male,26,No,new south wales,"shelly beach, near port macquarie",2.0,-31.4299499,152.9103525,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.12.05-PortMacquarie.pdf
140,2013,11,unprovoked,Male,19,Yes,new south wales,"riecks point,  campbells beach, ",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.11.30-ZacYoung.pdf
141,2013,11,unprovoked,Male,35,Yes,western australia,gracetown,2.0,-33.8646786,114.9881592,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.11.23.a-Boyd.pdf
142,2013,11,unprovoked,Male,unknown,No,western australia,"trigg beach, perth",1.0,-31.9527121,115.8604796,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.11.12-Daly.pdf
143,2013,10,unprovoked,Female,60,No,western australia,turquoise bay,1.0,-22.0960185,113.8876247,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.28-Simmons.pdf
144,2013,10,unprovoked,Male,unknown,No,western australia,"little island, near hillarys",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.26.a-Robinson.pdf
145,2013,10,unprovoked,Male,41,No,new south wales,south narrabeen beach,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.24-Joyce.pdf
146,2013,10,unprovoked,Male,55,No,western australia,"off poison creek, cape arid",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.08-Pickering.pdf
147,2013,8,unprovoked,Male,unknown,No,new south wales,smiths,1.0,-32.3843124,152.48613685722728,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.25-Breihan.pdf
148,2013,7,unprovoked,Male,29,No,victoria,"flinders, mornington penisula",2.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.02-McDonald-Jones.pdf
149,2013,6,unprovoked,Male,unknown,No,new south wales,target beach,1.0,-35.0715746,150.7828872947839,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.06.a-Adamson.pdf
150,2013,4,provoked,Male,unknown,No,new south wales,emerald beach,1.0,-30.1694411,153.1880565,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.28-Collins.pdf
151,2013,4,unprovoked,Male,51,No,new south wales,crowdy head,2.0,-31.84016,152.7511891,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.21-Saunders.pdf
152,2013,4,unclear,Male,24,Missing,western australia,perth,1.0,-31.9527121,115.8604796,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.02.R-Tann.pdf
153,2013,3,unclear,Male,47,Missing,new south wales,terrigal beach,1.0,-33.43083205,151.4474949465191,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.31-Tognetti.pdf
154,2013,3,unprovoked,Male,28,No,western australia,african reef off geraldton,1.0,-28.77035,114.6147159,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.10.b-Thomason.pdf
155,2013,1,unclear,Male,unknown,No,victoria,cape nelson,1.0,-38.4234761,141.54746355373686,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.01.26-boat.pdf
156,2013,1,unprovoked,Male,unknown,No,queensland,noosa,1.0,-26.318250499999998,152.9307785967742,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.01.25-Cassaigne.pdf
157,2013,1,unclear,Male,62,Missing,queensland,bullcock beach,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.01.21.R-Marshallsea.pdf
158,2013,1,unprovoked,Male,26,No,western australia,near legendre island,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.01.05-Swaffer.pdf
159,2012,12,unprovoked,Male,23,No,new south wales,between dee why and long reef,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.12.30-Sheather.pdf
160,2012,12,unprovoked,Male,29,No,new south wales,"kylie's beach, diamond head",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.12.28-Luke-Allan.pdf
161,2012,12,unprovoked,Male,32,No,western australia,trigg beach,2.0,-31.8773458,115.75158325035815,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.12.19-Wands.pdf
162,2012,12,unprovoked,Male,31,No,new south wales,green island,3.0,-43.1974115,147.29057313323517,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.12.02-Green-Island.pdf
163,2012,11,unclear,Male,20,Missing,queensland,mooloolaba,2.0,-26.6797616,153.1200739,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.11.27-stingray_accident.pdf
164,2012,10,unprovoked,Male,11,No,western australia,"mullaloo beach, perth",2.0,-31.9527121,115.8604796,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.10.02-Gavriliu.pdf
165,2012,8,unprovoked,Male,34,No,western australia,red bluff near quobba station,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.08.28-Hines.pdf
166,2012,8,unclear,Missing,unknown,No,western australia,ocean reef,1.0,-31.7569941,115.7380757,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.08.11-FishingBoat.pdf
167,2012,7,unprovoked,Male,48,No,south australia,streaky bay,4.0,-32.73812475,134.6157553886796,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.07.31.a-Campion.pdf
168,2012,7,unprovoked,Male,24,Yes,western australia,off wedge island,1.0,-30.7894765,115.23698136734475,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.07.14-Linden.pdf
169,2012,7,unclear,Female,42,Missing,victoria,ship's graveyard off point lonsdale,1.0,-38.2725073,144.6136725,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.07.07.b-Lee.pdf
170,2012,6,unprovoked,Male,unknown,No,tasmania,south cape bay,2.0,-43.6212171,146.794109,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.22.b-Barthy.pdf
171,2012,6,unprovoked,Male,62,No,western australia,"mullaloo beach, perth",2.0,-31.9527121,115.8604796,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.20-Kane.pdf
172,2012,6,unprovoked,Male,42,No,victoria,port campbell,1.0,-38.6196293,142.995366,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.12-Higgins.pdf
173,2012,6,unprovoked,Male,30,No,new south wales,"redhead beach, newcastle",2.0,-32.9192953,151.7795348,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.03-Ayre.pdf
174,2012,4,unclear,Male,27,No,south australia,"dolphin bay, innes national park",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.04.11-Demasi.pdf
